timestamp,site,parameter,regime,trust,value,stage_m,status,imputation_method,n_raw,source_file,datum_assumed
2025-12-18 15:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 15:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 15:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 15:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 16:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 16:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 16:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 16:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 17:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 17:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 17:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 17:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 18:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 18:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 18:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 18:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 19:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 19:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 19:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 19:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 20:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 20:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 20:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 20:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 21:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 21:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 21:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 21:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 22:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 22:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 22:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 22:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 23:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 23:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 23:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-18 23:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 00:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 00:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 00:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 00:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 01:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 01:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 01:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 01:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 02:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 02:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 02:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 02:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 03:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 03:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 03:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 03:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 04:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 04:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 04:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 04:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 05:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 05:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 05:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 05:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 06:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 06:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 06:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 06:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 07:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 07:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 07:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 07:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 08:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 08:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 08:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 08:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 09:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 09:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 09:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 09:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 10:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 10:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 10:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 10:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 11:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 11:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 11:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 11:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 12:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 12:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 12:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 12:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 13:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 13:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 13:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 13:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 14:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 14:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 14:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 14:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 15:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 15:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 15:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 15:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 16:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 16:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 16:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 16:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 17:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 17:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 17:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 17:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 18:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 18:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 18:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 18:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 19:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 19:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 19:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 19:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 20:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 20:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 20:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 20:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 21:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 21:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 21:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 21:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 22:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 22:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 22:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 22:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 23:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 23:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 23:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-19 23:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 00:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 00:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 00:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 00:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 01:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 01:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 01:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 01:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 02:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 02:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 02:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 02:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 03:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 03:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 03:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 03:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 04:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 04:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 04:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 04:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 05:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 05:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 05:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 05:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 06:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 06:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 06:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 06:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 07:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 07:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 07:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 07:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 08:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 08:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 08:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 08:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 09:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 09:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 09:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 09:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 10:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 10:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 10:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 10:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 11:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 11:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 11:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 11:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 12:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 12:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 12:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 12:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 13:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 13:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 13:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 13:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 14:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 14:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 14:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 14:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 15:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 15:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 15:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 15:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 16:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 16:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 16:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 16:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 17:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 17:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 17:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 17:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 18:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 18:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 18:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 18:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 19:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 19:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 19:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 19:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 20:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 20:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 20:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 20:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 21:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 21:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 21:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 21:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 22:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 22:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 22:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 22:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 23:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 23:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 23:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-20 23:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 00:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 00:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 00:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 00:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 01:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 01:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 01:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 01:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 02:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 02:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 02:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 02:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 03:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 03:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 03:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 03:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 04:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 04:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 04:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 04:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 05:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 05:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 05:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 05:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 06:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 06:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 06:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 06:45:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 07:00:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 07:15:00,North,velocity,North_velocity,ok,,,missing,,0,,False
2025-12-21 07:30:00,North,velocity,North_velocity,ok,,,missing,,0,,False
